0	bene	bene	1
1433	devi	_	0
1434	venire	_	0
1435	in	_	0
1436	strada	_	0
1437	per	_	0
1438	capire	_	0
1439	come	_	0
1440	non	_	0
1441	che	_	0
1442	puoi	_	0
1443	fare	_	0
1444	da	_	0
1445	casa	_	0
1446	non	_	0
1447	puoi	_	0
1448	fare	_	0
1449	tutto	_	0
1450	no	_	0
1451	no	_	0
1452	no	_	0
1453	certamente	_	0
1454	se	_	0
1455	vuoi	_	0
1456	essere	_	0
1457	bene	_	0
1458	devi	_	0
1459	venire	_	0
1460	proprio	_	0
1461	a	_	0
1462	terra	_	0
1463	per	_	0
1464	capire	_	0
1465	come	_	0
1466	sta	_	0
1467	facendo	_	0
1468	come	_	0
1469	sta	_	0
1470	culturando	_	0
1471	le	_	0
1472	cose	_	0
1473	e	_	0
1474	poi	_	0
1475	ma	_	0
1476	se	_	0
1477	tutti	_	0
1478	ci	_	0
1479	guarda	_	0
1480	che	_	0
1481	sono	_	0
1482	pieno	_	0
1483	c'è	_	0
1484	il	_	0
1485	mio	_	0
1486	appartamento	_	0
1487	se	_	0
1488	vado	_	0
1489	a	_	0
1490	ordinare	_	0
1491	le	_	0
1492	cose	_	0
1493	che	_	0
1494	la	_	0
1495	pizza	_	0
1496	che	_	0
1497	viene	_	0
1498	a	_	0
1499	casa	_	0
1500	mia	_	0
1501	io	_	0
1502	lo	_	0
1503	mangio	_	0
1504	ma	_	0
1505	assolutamente	_	0
1506	il	_	0
1507	il	_	0
1508	pizzai	_	0
1509	lo	_	0
1510	devono	_	0
1511	fare	_	0
1512	devono	_	0
1513	avere	_	0
1514	la	_	0
1515	roba	_	0
1516	per	_	0
1517	fare	_	0
1518	la	_	0
1519	pizza	_	0
1520	sì	_	0
1521	sì	_	0
1522	sì	_	0
1523	devono	_	0
1524	riuscire	_	0
1525	a	_	0
1526	consegnare	_	0
1527	sì	_	0
1528	devono	_	0
1529	riuscire	_	0
1530	assolutamente	_	0
1531	ma	_	0
1532	in	_	0
1533	valsamo	_	0
1534	già	_	0
1535	si	_	0
1536	vive	_	0
1537	abbastanza	_	0
1538	bene	_	0
1539	a	_	0
1540	parte	_	0
1541	dico	_	0
1542	la	_	0
1543	distanza	_	0
1544	come	_	0
1545	è	_	0
1546	abbastanza	_	0
1547	tranquilla	_	0
1548	perché	_	0
1549	non	_	0
1550	è	_	0
1551	una	_	0
1552	zona	_	0
1553	che	_	0
1554	conosco	_	0
1555	no	_	0
1556	no	_	0
1557	abbastanza	_	0
1558	tranquilla	_	0
1559	non	_	0
1560	so	_	0
1561	proprio	_	0
1562	come	_	0
1563	è	_	0
1564	fatta	_	0
1565	è	_	0
1566	una	_	0
1567	zona	_	0
1568	industriale	_	0
1569	una	_	0
1570	zona	_	0
1571	no	_	0
1572	è	_	0
1573	in	_	0
1574	valsamo	_	0
1575	già	_	0
1576	guarda	_	0
1577	che	_	0
1578	è	_	0
1579	una	_	0
1580	zona	_	0
1581	e	_	0
1582	da	_	0
1583	tanto	_	0
1584	tanto	_	0
1585	che	_	0
1586	no	_	0
1587	è	_	0
1588	là	_	0
1589	è	_	0
1590	tutto	_	0
1591	tranquillo	_	0
1592	vive	_	0
1593	bene	_	0
1594	però	_	0
1595	adesso	_	0
1596	è	_	0
1597	un	_	0
1598	sacco	_	0
1599	di	_	0
1600	industrie	_	0
1601	che	_	0
1602	stanno	_	0
1603	facendo	_	0
1604	anche	_	0
1605	ducati	_	0
1606	che	_	0
1607	sta	_	0
1608	facendo	_	0
1609	c'è	_	0
1610	proprio	_	0
1611	spostando	_	0
1612	mi	_	0
1613	sembrava	_	0
1614	che	_	0
1615	là	_	0
1616	ok	_	0
1617	quindi	_	0
1618	forse	_	0
1619	si	_	0
1620	è	_	0
1621	un	_	0
1622	po'	_	0
1623	popolato	_	0
1624	anche	_	0
1625	adesso	_	0
1626	no	_	0
1627	non	_	0
1628	è	_	0
1629	che	_	0
1630	popolato	_	0
1631	sì	_	0
1632	è	_	0
1633	una	_	0
1634	anzola	_	0
1635	che	_	0
1636	è	_	0
1637	quel	_	0
1638	che	_	0
1639	hanno	_	0
1640	fatto	_	0
1641	una	_	0
1642	fabbrica	_	0
1643	di	_	0
1644	sigarette	_	0
1645	che	_	0
1646	tra	_	0
1647	parole	_	0
