0	bene	bene	1
1363	prima	prima	1
1364	la	la	1
1365	macchina	macchina	1
1366	almeno	almeno	1
1367	si	si	1
1368	camminava	camminava	1
1369	adesso	adesso	1
1370	guarda	guarda	1
1371	che	che	1
1372	ferma	ferma	1
1373	tutti	tutti	1
1374	bloccati	bloccati	1
1375	le	le	1
1376	ordine	ordine	1
1377	che	che	1
1378	noi	noi	1
1379	facciamo	facciamo	1
1380	il	il	1
1381	corriere	corriere	1
1382	dice	dice	1
1383	guarda	guarda	1
1384	che	che	1
1385	per	per	1
1386	non	non	1
1387	riusciamo	riusciamo	1
1388	a	a	1
1389	fare	fare	1
1390	la	la	1
1391	consegna	consegna	1
1392	è	è	1
1393	il	il	1
1394	limite	limite	1
1395	della	della	1
1396	velocità	velocità	1
1397	che	che	1
1398	noi	noi	1
1399	abbiamo	abbiamo	1
1400	una	una	1
1401	cioè	cioè	1
1402	proprio	proprio	1
1403	ci	ci	1
1404	sono	sono	1
1405	coda	coda	1
1406	da	da	1
1407	fare	fare	1
1408	che	che	1
1409	quando	quando	1
1410	finisce	finisce	1
1411	il	il	1
1412	tuo	tuo	1
1413	è	è	1
1414	coda	coda	1
1415	quando	quando	1
1416	arriva	arriva	1
1417	noi	noi	1
1418	abbiamo	abbiamo	1
1419	il	il	1
1420	limite	limite	1
1421	della	della	1
1422	velocità	velocità	1
1423	sì	sì	1
1424	sì	sì	1
1425	sì	sì	1
1426	ma	ma	1
1427	ho	ho	1
1428	sentito	sentito	1
1429	molte	molte	1
1430	lamenti	lamenti	1
1431	assolutamente	assolutamente	1
1432	hanno	hanno	1
1433	fatto	fatto	1
1434	anche	anche	1
1435	delle	delle	1
1436	proteste	proteste	1
1437	degli	degli	1
1438	guarda	guarda	1
1439	che	che	1
1440	prima	prima	1
1441	da	da	1
1442	fare	fare	1
1443	è	è	1
1444	una	una	1
1445	cosa	cosa	1
1446	che	che	1
1447	tu	tu	1
1448	devi	devi	1
1449	venire	venire	1
1450	in	in	1
1451	strada	strada	1
1452	per	per	1
1453	capire	capire	1
1454	come	come	1
1455	non	non	1
1456	che	che	1
1457	puoi	puoi	1
1458	fare	fare	1
1459	da	da	1
1460	casa	casa	1
1461	non	non	1
1462	puoi	puoi	1
1463	fare	fare	1
1464	tutto	tutto	1
1465	no	no	1
1466	no	no	1
1467	no	no	1
1468	certamente	certamente	1
1469	se	se	1
1470	vuoi	vuoi	1
1471	essere	essere	1
1472	bene	bene	1
1473	devi	devi	1
1474	venire	venire	1
1475	proprio	proprio	1
1476	a	a	1
1477	terra	terra	1
1478	per	per	1
1479	capire	capire	1
1480	come	come	1
1481	sta	sta	1
1482	facendo	facendo	1
1483	come	come	1
1484	sta	sta	1
1485	culturando	culturando	1
1486	le	le	1
1487	cose	cose	1
1488	e	e	1
1489	poi	poi	1
1490	ma	ma	1
1491	se	se	1
1492	tutti	tutti	1
1493	ci	ci	1
1494	guarda	guarda	1
1495	che	che	1
1496	sono	sono	1
1497	pieno	pieno	1
1498	_	c'	0
1499	c'è	_	0
1500	_	è	0
1501	il	il	1
1502	mio	mio	1
1503	appartamento	appartamento	1
1504	se	se	1
1505	vado	vado	1
1506	a	a	1
1507	ordinare	ordinare	1
1508	le	le	1
1509	cose	cose	1
1510	che	che	1
1511	la	la	1
1512	pizza	pizza	1
1513	che	che	1
1514	viene	viene	1
1515	a	a	1
1516	casa	casa	1
1517	mia	mia	1
1518	io	io	1
1519	lo	lo	1
1520	mangio	mangio	1
1521	ma	ma	1
1522	assolutamente	assolutamente	1
1523	il	il	1
1524	il	il	1
1525	pizzai	pizzai	1
1526	lo	lo	1
1527	devono	devono	1
1528	fare	fare	1
1529	devono	devono	1
1530	avere	avere	1
1531	la	la	1
1532	roba	roba	1
1533	per	per	1
1534	fare	fare	1
1535	la	la	1
1536	pizza	pizza	1
1537	sì	sì	1
1538	sì	sì	1
1539	sì	sì	1
1540	devono	devono	1
1541	riuscire	riuscire	1
1542	a	a	1
1543	consegnare	consegnare	1
1544	sì	sì	1
1545	devono	devono	1
1546	riuscire	riuscire	1
1547	assolutamente	assolutamente	1
1548	ma	ma	1
1549	in	in	1
1550	valsamo	valsamo	1
1551	già	già	1
1552	si	si	1
1553	vive	vive	1
1554	abbastanza	abbastanza	1
1555	bene	bene	1
1556	a	a	1
1557	parte	parte	1
1558	dico	dico	1
1559	la	la	1
1560	distanza	distanza	1
1561	come	come	1
1562	è	è	1
1563	abbastanza	abbastanza	1
1564	tranquilla	tranquilla	1
1565	perché	perché	1
1566	non	non	1
1567	è	è	1
1568	una	una	1
1569	zona	zona	1
1570	che	che	1
1571	conosco	conosco	1
1572	no	no	1
1573	no	no	1
1574	abbastanza	abbastanza	1
1575	tranquilla	tranquilla	1
1576	non	non	1
1577	so	so	1
1578	proprio	proprio	1
1579	come	come	1
1580	è	è	1
1581	fatta	fatta	1
1582	è	è	1
1583	una	una	1
1584	zona	zona	1
1585	industriale	industriale	1
1586	una	una	1
1587	zona	zona	1
1588	no	no	1
1589	è	è	1
1590	in	in	1
1591	valsamo	valsamo	1
1592	già	già	1
1593	guarda	guarda	1
1594	che	che	1
1595	è	è	1
1596	una	una	1
1597	zona	zona	1
1598	e	e	1
1599	da	da	1
1600	tanto	tanto	1
1601	tanto	tanto	1
1602	che	che	1
1603	no	no	1
1604	è	è	1
1605	là	là	1
1606	è	è	1
1607	tutto	tutto	1
1608	tranquillo	tranquillo	1
1609	vive	vive	1
1610	bene	bene	1
1611	però	però	1
1612	adesso	adesso	1
1613	è	è	1
1614	un	un	1
1615	sacco	sacco	1
1616	di	di	1
1617	industrie	industrie	1
1618	che	che	1
1619	stanno	stanno	1
1620	facendo	facendo	1
1621	anche	anche	1
1622	ducati	ducati	1
1623	che	che	1
1624	sta	sta	1
1625	facendo	facendo	1
1626	_	c'	0
1627	c'è	_	0
1628	_	è	0
1629	proprio	proprio	1
1630	spostando	spostando	1
1631	mi	mi	1
1632	sembrava	sembrava	1
1633	che	che	1
1634	là	là	1
1635	ok	ok	1
1636	quindi	quindi	1
1637	forse	forse	1
1638	si	si	1
1639	è	è	1
1640	un	un	1
1641	po'	po'	1
1642	popolato	popolato	1
1643	anche	anche	1
1644	adesso	adesso	1
1645	no	no	1
1646	non	non	1
1647	è	è	1
1648	che	che	1
1649	popolato	popolato	1
1650	sì	sì	1
1651	è	è	1
1652	una	una	1
1653	anzola	anzola	1
1654	che	che	1
1655	è	è	1
1656	quel	quel	1
1657	che	che	1
1658	hanno	hanno	1
1659	fatto	fatto	1
1660	una	una	1
1661	fabbrica	fabbrica	1
1662	di	di	1
1663	sigarette	sigarette	1
1664	che	che	1
1665	tra	tra	1
1666	parole	parole	1
