0	bene	bene	1
1369	il	il	1
1370	limite	limite	1
1371	di	di	1
1372	30	_	0
1373	_	trenta	0
1374	perché	perché	1
1375	la	la	1
1376	macchina	macchina	1
1377	la	la	1
1378	peggiora	peggiora	1
1379	è	è	1
1380	il	il	1
1381	limite	limite	1
1382	di	di	1
1383	sicurezza	sicurezza	1
1384	guarda	guarda	1
1385	che	che	1
1386	la	la	1
1387	macchina	macchina	1
1388	cioè	cioè	1
1389	nessuno	nessuno	1
1390	non	non	1
1391	si	si	1
1392	muove	muove	1
1393	esempio	esempio	1
1394	da	da	1
1395	ceretolo	ceretolo	1
1396	se	se	1
1397	facciamo	facciamo	1
1398	fino	fino	1
1399	a	a	1
1400	centro	centro	1
1401	san	san	1
1402	vitale	vitale	1
1403	facciamo	facciamo	1
1404	così	così	1
1405	ci	ci	1
1406	vuole	vuole	1
1407	_	un'	0
1408	un'ora	_	0
1409	_	ora	0
1410	ma	ma	1
1411	è	è	1
1412	cambiata	cambiata	1
1413	con	con	1
1414	bologna	bologna	1
1415	30	_	0
1416	_	trenta	0
1417	o	o	1
1418	ci	ci	1
1419	voleva	voleva	1
1420	lo	lo	1
1421	stesso	stesso	1
1422	_	un'	0
1423	un'ora	_	0
1424	_	ora	0
1425	prima	prima	1
1426	no	no	1
1427	e	e	1
1428	guarda	guarda	1
1429	che	che	1
1430	prima	prima	1
1431	la	la	1
1432	macchina	macchina	1
1433	almeno	almeno	1
1434	si	si	1
1435	camminava	camminava	1
1436	adesso	adesso	1
1437	guarda	guarda	1
1438	che	che	1
1439	ferma	ferma	1
1440	tutti	tutti	1
1441	bloccati	bloccati	1
1442	le	le	1
1443	ordine	ordine	1
1444	che	che	1
1445	noi	noi	1
1446	facciamo	facciamo	1
1447	il	il	1
1448	corriere	corriere	1
1449	dice	dice	1
1450	guarda	guarda	1
1451	che	che	1
1452	per	per	1
1453	non	non	1
1454	riusciamo	riusciamo	1
1455	a	a	1
1456	fare	fare	1
1457	la	la	1
1458	consegna	consegna	1
1459	è	è	1
1460	il	il	1
1461	limite	limite	1
1462	della	della	1
1463	velocità	velocità	1
1464	che	che	1
1465	noi	noi	1
1466	abbiamo	abbiamo	1
1467	una	una	1
1468	cioè	cioè	1
1469	proprio	proprio	1
1470	ci	ci	1
1471	sono	sono	1
1472	coda	coda	1
1473	da	da	1
1474	fare	fare	1
1475	che	che	1
1476	quando	quando	1
1477	finisce	finisce	1
1478	il	il	1
1479	tuo	tuo	1
1480	è	è	1
1481	coda	coda	1
1482	quando	quando	1
1483	arriva	arriva	1
1484	noi	noi	1
1485	abbiamo	abbiamo	1
1486	il	il	1
1487	limite	limite	1
1488	della	della	1
1489	velocità	velocità	1
1490	sì	sì	1
1491	sì	sì	1
1492	sì	sì	1
1493	ma	ma	1
1494	ho	ho	1
1495	sentito	sentito	1
1496	molte	molte	1
1497	lamenti	lamenti	1
1498	assolutamente	assolutamente	1
1499	hanno	hanno	1
1500	fatto	fatto	1
1501	anche	anche	1
1502	delle	delle	1
1503	proteste	proteste	1
1504	degli	degli	1
1505	guarda	guarda	1
1506	che	che	1
1507	prima	prima	1
1508	da	da	1
1509	fare	fare	1
1510	è	è	1
1511	una	una	1
1512	cosa	cosa	1
1513	che	che	1
1514	tu	tu	1
1515	devi	devi	1
1516	venire	venire	1
1517	in	in	1
1518	strada	strada	1
1519	per	per	1
1520	capire	capire	1
1521	come	come	1
1522	non	non	1
1523	che	che	1
1524	puoi	puoi	1
1525	fare	fare	1
1526	da	da	1
1527	casa	casa	1
1528	non	non	1
1529	puoi	puoi	1
1530	fare	fare	1
1531	tutto	tutto	1
1532	no	no	1
1533	no	no	1
1534	no	no	1
1535	certamente	certamente	1
1536	se	se	1
1537	vuoi	vuoi	1
1538	essere	essere	1
1539	bene	bene	1
1540	devi	devi	1
1541	venire	venire	1
1542	proprio	proprio	1
1543	a	a	1
1544	terra	terra	1
1545	per	per	1
1546	capire	capire	1
1547	come	come	1
1548	sta	sta	1
1549	facendo	facendo	1
1550	come	come	1
1551	sta	sta	1
1552	culturando	culturando	1
1553	le	le	1
1554	cose	cose	1
1555	e	e	1
1556	poi	poi	1
1557	ma	ma	1
1558	se	se	1
1559	tutti	tutti	1
1560	ci	ci	1
1561	guarda	guarda	1
1562	che	che	1
1563	sono	sono	1
1564	pieno	pieno	1
1565	_	c'	0
1566	c'è	_	0
1567	_	è	0
1568	il	il	1
1569	mio	mio	1
1570	appartamento	appartamento	1
1571	se	se	1
1572	vado	vado	1
1573	a	a	1
1574	ordinare	ordinare	1
1575	le	le	1
1576	cose	cose	1
1577	che	che	1
1578	la	la	1
1579	pizza	pizza	1
1580	che	che	1
1581	viene	viene	1
1582	a	a	1
1583	casa	casa	1
1584	mia	mia	1
1585	io	io	1
1586	lo	lo	1
1587	mangio	mangio	1
1588	ma	ma	1
1589	assolutamente	assolutamente	1
1590	il	il	1
1591	il	il	1
1592	pizzai	pizzai	1
1593	lo	lo	1
1594	devono	devono	1
1595	fare	fare	1
1596	devono	devono	1
1597	avere	avere	1
1598	la	la	1
1599	roba	roba	1
1600	per	per	1
1601	fare	fare	1
1602	la	la	1
1603	pizza	pizza	1
1604	sì	sì	1
1605	sì	sì	1
1606	sì	sì	1
1607	devono	devono	1
1608	riuscire	riuscire	1
1609	a	a	1
1610	consegnare	consegnare	1
1611	sì	sì	1
1612	devono	devono	1
1613	riuscire	riuscire	1
1614	assolutamente	assolutamente	1
1615	ma	ma	1
1616	in	in	1
1617	valsamo	valsamo	1
1618	già	già	1
1619	si	si	1
1620	vive	vive	1
1621	abbastanza	abbastanza	1
1622	bene	bene	1
1623	a	a	1
1624	parte	parte	1
1625	dico	dico	1
1626	la	la	1
1627	distanza	distanza	1
1628	come	come	1
1629	è	è	1
1630	abbastanza	abbastanza	1
1631	tranquilla	tranquilla	1
1632	perché	perché	1
1633	non	non	1
1634	è	è	1
1635	una	una	1
1636	zona	zona	1
1637	che	che	1
1638	conosco	conosco	1
1639	no	no	1
1640	no	no	1
1641	abbastanza	abbastanza	1
1642	tranquilla	tranquilla	1
1643	non	non	1
1644	so	so	1
1645	proprio	proprio	1
1646	come	come	1
1647	è	è	1
1648	fatta	fatta	1
1649	è	è	1
1650	una	una	1
1651	zona	zona	1
1652	industriale	industriale	1
1653	una	una	1
1654	zona	zona	1
1655	no	no	1
1656	è	è	1
1657	in	in	1
1658	valsamo	valsamo	1
1659	già	già	1
1660	guarda	guarda	1
1661	che	che	1
1662	è	è	1
1663	una	una	1
1664	zona	zona	1
1665	e	e	1
1666	da	da	1
1667	tanto	tanto	1
1668	tanto	tanto	1
1669	che	che	1
1670	no	no	1
1671	è	è	1
1672	là	là	1
1673	è	è	1
1674	tutto	tutto	1
1675	tranquillo	tranquillo	1
1676	vive	vive	1
1677	bene	bene	1
1678	però	però	1
1679	adesso	adesso	1
1680	è	è	1
1681	un	un	1
1682	sacco	sacco	1
1683	di	di	1
1684	industrie	industrie	1
1685	che	che	1
1686	stanno	stanno	1
1687	facendo	facendo	1
1688	anche	anche	1
1689	ducati	ducati	1
1690	che	che	1
1691	sta	sta	1
1692	facendo	facendo	1
1693	_	c'	0
1694	c'è	_	0
1695	_	è	0
1696	proprio	proprio	1
1697	spostando	spostando	1
1698	mi	mi	1
1699	sembrava	sembrava	1
1700	che	che	1
1701	là	là	1
1702	ok	ok	1
1703	quindi	quindi	1
1704	forse	forse	1
1705	si	si	1
1706	è	è	1
1707	un	un	1
1708	po'	po'	1
1709	popolato	popolato	1
1710	anche	anche	1
1711	adesso	adesso	1
1712	no	no	1
1713	non	non	1
1714	è	è	1
1715	che	che	1
1716	popolato	popolato	1
1717	sì	sì	1
1718	è	è	1
1719	una	una	1
1720	anzola	anzola	1
1721	che	che	1
1722	è	è	1
1723	quel	quel	1
1724	che	che	1
1725	hanno	hanno	1
1726	fatto	fatto	1
1727	una	una	1
1728	fabbrica	fabbrica	1
1729	di	di	1
1730	sigarette	sigarette	1
1731	che	che	1
1732	tra	tra	1
1733	parole	parole	1
